kata,kelas,kata_dasar,nilai
"trompet","Nomina; ki","",7
"trompong","Nomina; Mus","",4
"trompong","Nomina","",2
"tronjol","Verba; Jw","",1
"tronkon","Nomina; Tbg","",2
"tropi","","",1
"tropi","","",1
"tropik","Nomina","",5
"tropika","Nomina","",5
"tropis","Adjektiva","",8
"tropis","Nomina; Ling","",4
"tropisme","Nomina","",5
"tropofil","Adjektiva; Bio","",3
"tropofit","Nomina; Bot","",3
"tropohambur","Nomina","",3
"tropolitik","","",1
"tropomiosin","Nomina","",3
"troponin","Nomina","",4
"tropopause","Nomina","",4
"troposfer","Nomina","",6
"tropua","Nomina","",2
"tropus","Nomina","",3
"trotoar","Nomina","",8
"trotol","Adjektiva","",4
"trotol","Nomina","",2
"trou","Nomina; Kl","",1
"trubadur","Nomina","",5
"trucuk","Nomina; Jw","",3
"truisme","Nomina","",4
"truntum","Nomina","",5
"trusa","Adverbia; cak","",3
"trutuk","Nomina; Jw","",1
"tsanawiah","","",1
"tsanawiah","","",1
"tsarina","Nomina","",4
"tsaris","Nomina; Pol","",4
"tsarisme","Nomina; Pol","",4
"tsaukwambo","Nomina","",2
"tsunami","Nomina","",8
"tswana","Nomina","",4
"ttd","Verba; sing","",8
"tua","Adjektiva; ki","",9
"tua","Verba; Sa","",1
"tuagama","Nomina; MAb","",2
"tuah","Nomina","",6
"tuai","Nomina","",5
"tuain","Verba; Eln","",1
"tuak","Nomina; Rt","",6
"tual","Nomina","",5
"tual","Nomina","",3
"tual","Nomina; Mk","",1
"tuala","Nomina","",5
"tualang","Nomina; Verba","",5
"tualang","Nomina","",2
"tualon","Nomina","",2
"tuam","Nomina","",4
"tuamotu","Nomina","",3
"tuan","Nomina; Pronomina","",9
"tuana","Nomina","",2
"tuandeman","Nomina; Md","",2
"tuang","Verba","",7
"tuang","Verba; cak","",4
"tuang-tuang","Nomina","",3
"tuangal","Nomina; Kb","",1
"tuangku","Nomina; ark","",4
"tuanku","Pronomina","",8
"tuap","Nomina","",3
"tuapain","Nomina; Oi","",1
"tuar","Nomina; Mk","",1
"tuar","Nomina","",2
"tuar","Nomina","",2
"tuara","Nomina; Moa","",1
"tuarang","Nomina; kl","",1
"tuareg","Nomina","",4
"tuas","Nomina; Olr","",6
"tuasa","Nomina; Ni","",1
"tuasan","Nomina; Ri","",1
"tuat","","",1
"tuat","","",1
"tuat-tuat","Nomina; Eln","",1
"tuate","Nomina; Aln","",1
"tuaya","Verba; Oi","",1
"tuba","Nomina; Bot","",6
"tuba","Nomina","",3
"tuba","Nomina","",2
"tubabai","Nomina; Eln","",1
"tubagus","Nomina","",4
"tubal","Verba; MAb","",1
"tubalosi","Nomina; Sls","",1
"tuban","Nomina","",6
"tuban","Nomina; Astron","",3
"tuban","Nomina","",5
"tuban","Nomina; Jw","",2
"tuban","Nomina; Bgi","",1
"tubangon","Nomina; Sln","",1
"tubar","Nomina; Jw","",2
"tubas","Verba; Bgi","",1
"tube","Nomina","",5
"tubek","Verba; Bgi","",1
"tubektomi","Nomina; Dok","",5
"tubel","Nomina; akr","",4
"tubele","Verba; Tb","",1
"tuber","Nomina; Md","",2
"tuberkel","Nomina; Bot","",3
"tuberkulofobia","Nomina; Psi","",2
"tuberkulosis","Nomina; Lt; Dok","",7
"tuberositas","Nomina; Anat","",3
"tubi","Adverbia","",5
"tubifeks","Nomina; Zool","",3
"tubin","Nomina; kl","",1
"tubing","Nomina; Ke","",4
"tubir","Nomina; ki","",6
"tubis","Nomina; Bun","",1
"tubo","Nomina","",3
"tubo","Verba; Gor","",1
"tubo","Nomina","",2
"tubok","Nomina; Mnm","",1
"tubon","Nomina; Bgi","",1
"tubruk","Nomina","",6
"tubu","Nomina","",3
"tubug","Adjektiva; Bl","",2
"tubuh","Nomina","",9
"tubuk","Adjektiva; Jw","",2
"tubular","Adjektiva; Nomina; Sen","",4
"tubulin","Nomina; Bio","",4
"tubulus","Nomina; Bio","",4
"tubung","Nomina; Bt","",1
"tubungan","Nomina; Bl","",2
"tuburut","Nomina; Mt","",1
"tubus","Nomina","",3
"tubus","Nomina","",2
"tucuk","Nomina; Ldy","",1
"tudak","","",1
"tudak","","",1
"tudampeni","Nomina; Bg","",1
"tuding","Adjektiva","",4
"tuding","Verba","",6
"tuding","Nomina","",3
"tudok","Nomina; Dy","",1
"tudong","Nomina; Bud","",2
"tudong","Nomina; MBa","",1
"tuduah","Nomina; Dy","",1
"tuduh","Verba","",8
"tudung","Nomina","",8
"tuelele","Nomina; Pi","",1
"tuem","Verba; MBa","",1
"tufa","Nomina","",4
"tufah","Nomina; Ar","",2
"tufakada","Nomina; Kai","",1
"tugal","Nomina; Verba","",5
"tugal","Nomina","",2
"tugang","Nomina; Beng","",1
"tugar","Nomina; ark","",1
"tugas","Nomina; Ling; Huk","",8
"tugas","","",1
"tugawa","Nomina; Ni","",1
"tugeh","Verba; Kpr; Nomina; Bl","",2
"tugek","Nomina; Mt","",1
"tugeri","Nomina","",3
"tuggek","Adverbia; Mt","",1
"tugi","Nomina; Bot","",2
"tugla","Nomina; Mt","",1
"tugok","Nomina; Lp","",1
"tugrik","Nomina","",4
"tugu","Nomina","",5
"tugu","Nomina; Bot","",2
"tuguk","Nomina; Lp","",1
"tugul","Nomina","",2
"tugur","Verba; Jw","",3
"tugut","Nomina; Mt","",1
"tugutil","Nomina","",3
"tuhas","Nomina; Dy","",1
"tuhawalu","Nomina; Pi","",1
"tuhe","Nomina; Bt","",1
"tuhfah","Nomina; Ar","",2
"tuhfahtulajnas","Nomina; Ar","",2
"tuhfat","","",1
"tuhfat","","",1
"tuhi","Nomina; Su","",1
"tuhing","Nomina; Bn","",1
"tuhingo","Nomina; Gor","",1
"tuhmah","Nomina; Ar","",2
"tuhor","Nomina; Md","",1
"tuhtina","Nomina; Kai","",1
"tuhu","Nomina; Jk","",3
"tuhu","Verba; Ht","",1
"tuhuk","Adjektiva; Bjr","",2
"tuhuk","Nomina; DyNg","",1
"tuhur","","",1
"tuhur","Nomina","",2
"tuhur","Adjektiva; Dy","",1
"tuhurlau","Nomina; Oi","",1
"tuhutuhu","Nomina; Ht","",1
"tuidi","Nomina; ark","",1
"tuik","Nomina; Mt","",1
"tuil","Nomina","",4
"tuis","Nomina; MBa","",1
"tuit","Nomina; Ing","",5
"tujah","Verba","",5
"tujai","Nomina; Gor","",1
"tujeh","Verba; Mk","",1
"tuji","Adverbia","",2
"tujon","Nomina","",3
"tuju","Verba","",8
"tuju","Nomina","",5
"tujuh","Numeralia","",9
"tujuh","Nomina; Bl","",2
"tujul","Adjektiva","",3
"tujung","Nomina; Bt","",1
"tuka","Nomina","",3
"tuka","Nomina; Kb","",1
"tukai","","",1
"tukak","Nomina","",5
"tukak","Nomina; Lp","",1
"tukak","Verba; Ldy","",1
"tukal","Nomina","",3
"tukalei","Nomina; Pi","",1
"tukam","","",1
"tukan","Nomina; Zool","",4
"tukana","Nomina; Astron","",2
"tukang","Nomina; cak","",9
"tukar","Verba; cak","",8
"tukas","","",1
"tukas","","",1
"tukas","Nomina","",3
"tukas","Verba","",4
"tukaskas","Verba; Bt","",1
"tuke","Nomina; Dn","",1
"tukelan","Nomina; Ss","",1
"tuki","Nomina; We","",1
"tukik","Verba","",4
"tukik","Nomina; ark","",1
"tukik","Nomina","",4
"tukik","Verba","",4
"tukik","Nomina; Dy","",1
"tukil","Nomina","",4
"tukil","Verba; Bun","",1
"tukil","Nomina; Dy","",1
"tukin","Nomina; akr","",6
"tukir","Nomina; Kur","",1
"tukmis","Nomina; Jw","",3
"tukoi","Nomina; MBa","",1
"tukok","Nomina; Ach","",1
"tukong","Nomina; Kpr","",1
"tuksedo","Nomina","",6
"tuktak","Nomina; Bt","",1
"tuktodung","Verba; Bt","",1
"tuktuk","Nomina; Mdr","",5
"tuktuk","Nomina","",3
"tuku","","",1
"tuku","Nomina; Lmt","",1
"tuku","Verba; Bun","",1
"tukual","Nomina; Ri","",2
"tukuba","Nomina; Bo","",1
"tukuk","Nomina","",3
"tukuk","Nomina; MBl","",1
"tukul","Nomina","",6
"tukun","Nomina; Geo","",3
"tukung","Adjektiva","",3
"tukung","Nomina; Ldy","",1
"tukup","Nomina; Mk","",1
"tula","Nomina","",4
"tulabok","Adjektiva; MBa","",1
"tulad","Nomina; Filol","",2
"tulage","Nomina; Sd","",1
"tulah","Nomina","",6
"tulah","Nomina; cak","",3
"tulak","Nomina","",4
"tulak","Verba; Jw","",3
"tulak","Nomina; Bun","",1
"tulakan","Nomina; Jw","",3
"tulali","Nomina; Trj","",1
"tulalit","Nomina; cak; Adjektiva","",5
"tulalit","Adjektiva; cak; akr","",3
"tulang","Nomina; ki; Filol","",8
"tulang","Nomina; Bt","",1
"tulang","Nomina; Jw","",2
"tulangan","Nomina; Jw","",3
"tulapak","Adjektiva; MBa","",1
"tulapo","Nomina; Gor","",1
"tular","","",1
"tularemia","Nomina; Dok","",4
"tulasi","Adjektiva; Sng","",1
"tulat","Nomina; kl","",2
"tulatia","Verba; Sls","",1
"tulawota","","",1
"tulban","Nomina; Jw","",2
"tulbas","Verba; Bt","",1
"tule","Nomina","",4
"tulembang","Nomina; Mks","",1
"tulen","Adjektiva","",7
"tuli","Adjektiva","",8
"tuli","Nomina","",3
"tuli","Verba; Dy","",1
"tuli-tuli","Nomina","",4
"tulila","Nomina; Bt","",1
"tulilamo","Nomina; Filol","",2
"tulin","Nomina; Kpr; kl","",1
"tulip","Nomina; Bot","",6
"tulis","Verba","",9
"tulium","Nomina; Kim","",4
"tulni","Nomina; Moa","",1
"tulongo","Nomina; Gor","",1
"tulop","Verba; MBa","",1
"tulou","Nomina; Cn","",1
"tulu","Adjektiva; ark","",1
"tulude","Nomina; Sng","",3
"tulumba","Nomina; Tur","",1
"tulung","","",1
"tulung","Verba; Psr","",1
"tulungagung","Nomina","",6
"tulunyi","Nomina; Bun","",1
"tulup","Nomina; Verba","",3
"tulur","Nomina; Kb","",1
"tulus","Adjektiva","",8
"tuma","Nomina","",4
"tuma","Nomina; Mus","",3
"tuma","Nomina; Dn","",1
"tuma","Nomina; Dn","",1
"tumahingo","Adjektiva; Gor","",1
"tumakninah","Adjektiva; Isl","",5
"tumal","Nomina; Sbw","",1
"tuman","","",1
"tuman","Adjektiva","",4
"tumang","Nomina","",3
"tumang","Verba","",3
"tumang","Nomina","",2
"tumang","Nomina","",2
"tumang","Nomina; Jw","",2
"tumang","Nomina; MBl","",1
"tumani","Verba; Tbl","",1
"tumanurung","Nomina; Mks","",3
"tumasik","Nomina; ark","",4
"tumatenden","Nomina; Tns","",2
"tumba","Nomina; Ni","",1
"tumba","Nomina; Eln","",1
"tumbagaholing","Nomina; Bt","",1
"tumbai","Nomina; Ri","",2
"tumbak","","",1
"tumbak","","",1
"tumbakan","Nomina","",3
"tumbal","Nomina; Jw","",6
"tumbal","Nomina; Us","",2
"tumbalang","","",1
"tumbalang","","",1
"tumbang","Verba; ki","",7
"tumbang","Nomina; Mk","",1
"tumbang","Nomina; akr","",4
"tumbas","Adjektiva; ark","",1
"tumbawa","Nomina","",2
"tumbek","Nomina; MBa","",1
"tumben","Partikel; Jk","",6
"tumbeng","Nomina; Jw","",2
"tumbi","Nomina; Krc","",1
"tumbik","Nomina; MBa","",1
"tumbilotuhe","Nomina; Gor","",3
"tumbit","Nomina","",3
"tumbler","Nomina","",7
"tumbo","Nomina; Ni","",1
"tumbras","Adjektiva; Jw","",1
"tumbu","Nomina; Jw","",4
"tumbu","Verba; Mg","",1
"tumbuh","Verba","",9
"tumbuk","Nomina; Verba","",7
"tumbuk","","",1
"tumbuk","Nomina; Jw","",3
"tumbuk","Nomina; Als","",1
"tumbung","Nomina; Dok","",4
"tumefaksi","Nomina; Tan","",3
"tumelo","Nomina; Ht","",1
"tumenga","Nomina; Tns","",2
"tumenggung","Nomina","",6
"tumenggung","","",1
"tumer","Nomina; Bun","",1
"tumerah","Nomina; Jw","",2
"tumetamor","Nomina; Mn","",2
"tumgi","Verba; akr","",3
"tumika","Nomina","",3
"tumis","Nomina","",7
"tumit","Nomina; Bio","",8
"tumla","Nomina; We","",1
"tumor","Nomina; Dok","",8
"tumorek","Nomina; Sd","",1
"tumorigenesis","Nomina; Dok","",4
"tumorigenik","Adjektiva; Dok","",3
"tumotoa","Nomina; Mn","",2
"tumpah","Verba","",8
"tumpak","Nomina","",4
"tumpak","Nomina; Mk","",2
"tumpal","Nomina","",5
"tumpalak","Verba; Bjr","",2
"tumpang","Verba","",7
"tumpang","Nomina; Jw","",3
"tumpang","Nomina; Jw; Ars","",2
"tumpas","Nomina; ark","",1
"tumpat","Adjektiva; ki","",5
"tumpek","Nomina; Bl","",4
"tumpelek","Verba; Bgi","",1
"tumpeng","Nomina","",7
"tumper","Nomina; Jk","",3
"tumpes","","",1
"tumpes","","",1
"tumpi","Nomina; Jw","",2
"tumpi","Nomina; Jw","",2
"tumpi","Nomina","",2
"tumpil","Verba; Jk","",3
"tumping","Nomina; Bgi","",1
"tumpit","Nomina; Gy","",1
"tumplak","Verba; ki","",4
"tumplek","","",1
"tumplek","","",1
"tumpu","Nomina","",6
"tumpuk","Nomina; Verba","",8
"tumpuk","Nomina; Als","",1
"tumpul","Adjektiva; ki","",8
"tumpuleri","Nomina; Ram","",1
"tumpuntanah","Nomina; Kal","",1
"tumpur","Adjektiva; cak","",5
"tumpur","Adjektiva; Bl","",3
"tumtam","Nomina","",3
"tumtum","Nomina","",3
"tumu","Nomina","",3
"tumu","Nomina; Kpr","",1
"tumule","Verba; Tb","",1
"tumungkul","Verba","",3
"tumus","","",1
"tumut","Nomina; Ach","",1
"tumutuli","Nomina; Mn","",1
"tuna","Nomina","",6
"tuna","Adjektiva","",5
"tuna","Nomina; Ni","",1
"tuna","Nomina; Dy","",1
"tuna-","bentuk terikat","",5
"tunaadab","Adjektiva","",3
"tunaaksara","Adjektiva","",5
"tunaasmara","Adjektiva","",4
"tunabapa","Nomina; Jw","",2
"tunabusana","Adjektiva","",5
"tunadaksa","Adjektiva","",6
"tunaempati","Adjektiva","",4
"tunaganda","Adjektiva","",5
"tunagizi","Adjektiva","",4
"tunagrahita","Adjektiva","",6
"tunahara","Adjektiva","",3
"tunai","Adverbia","",8
"tunak","Adverbia; kl","",3
"tunakarna","Adjektiva","",4
"tunakarya","Adjektiva","",7
"tunakisma","Nomina; Skt","",2
"tunakuasa","Adjektiva","",4
"tunalaras","Adjektiva","",5
"tunalaring","Adjektiva","",4
"tunalistrik","Adjektiva","",4
"tunam","Nomina","",3
"tunam","Verba; Mk","",2
"tunam","Verba; Ri","",2
"tunamoral","Adjektiva","",4
"tunan","Nomina","",3
"tunan","Nomina; Bn","",1
"tunanetra","Adjektiva","",8
"tunang","Nomina","",5
"tunang","Nomina","",3
"tunapolitik","Adjektiva","",4
"tunarungu","Adjektiva","",8
"tunas","Nomina","",8
"tunas","Nomina; Sls","",1
"tunasejarah","Adjektiva","",4
"tunasosial","Adjektiva","",5
"tunasusila","Adjektiva","",6
"tunatenaga","Adjektiva","",4
"tunawicara","Adjektiva","",8
"tunawisma","Adjektiva","",8
"tunawiwaha","Nomina; Sd","",1
"tunda","Nomina","",4
"tunda","Verba","",8
"tunda","Verba; Mk","",3
"tunda","Nomina; Mk","",2
"tunda","Nomina; Jw; ark","",1
"tunda","Nomina; Jw; ark","",1
"tundak","Nomina; Bl","",2
"tundang","Verba; Jk","",3
"tundet","Verba; Psr","",1
"tundra","Nomina; Geo","",6
"tunduk","Verba; ki","",8
"tunduk","Nomina; Sd","",2
"tundun","Nomina; Jw","",2
"tundun","Nomina","",4
"tundung","Verba","",5
"tunep","Nomina; Sw","",1
"tungau","Nomina","",6
"tungau","Verba; Mk; ark","",1
"tungcoi","Nomina; MBa","",1
"tungeng","Nomina; Ke","",1
"tunget","Verba; Bn","",1
"tunggak","Nomina","",5
"tunggal","Numeralia; Adjektiva; Ling; Verba; Nomina","",9
"tunggala","Nomina; Kal","",1
"tunggalragamandiri","akr","",3
"tungganai","Nomina; Mk; Jb","",3
"tunggang","Verba","",7
"tunggang","Adjektiva","",5
"tunggang","Verba","",4
"tunggang-langgang","Adverbia","",6
"tunggare","Nomina","",3
"tunggik","Adjektiva","",4
"tunggilis","Nomina; Sd","",1
"tungging","Verba","",6
"tungging","Nomina","",3
"tunggir","Nomina; Sd; Bl","",2
"tunggit","","",1
"tunggit","","",1
"tunggu","Verba","",8
"tunggu","Verba; Mk","",3
"tunggul","Nomina","",6
"tunggul","Nomina","",4
"tunggul","","",1
"tunggul","Nomina; Jw","",2
"tunggul","Nomina; Jw","",2
"tunggun","Verba; Dy","",1
"tunggur","Verba; Bt","",1
"tungi","Adjektiva; Sd","",1
"tungiasis","Nomina; Dok","",3
"tungik","Adjektiva; Jb","",1
"tungik","Verba; Dy","",1
"tungkahan","Nomina; Mk","",2
"tungkai","Nomina","",7
"tungkak","Nomina; Jw","",2
"tungkam","Nomina; Sbw","",1
"tungkang","Nomina; Dy","",1
"tungkap","Verba; ark","",1
"tungkar","Nomina; Bt","",1
"tungkas","Nomina; Md","",1
"tungkat","","",1
"tungkat","","",1
"tungkel","Nomina; Jw","",2
"tungkik","","",1
"tungkik","","",1
"tungkil","Nomina; Bt","",1
"tungkin","","",1
"tungkip","Adjektiva; Bjr","",1
"tungkit","Nomina","",4
"tungko","Verba; Bt","",1
"tungkol","Nomina; Bt","",1
"tungkrub","Nomina; Jw","",1
"tungku","Nomina","",6
"tungku","Nomina; ark","",1
"tungku","Nomina; Bt","",1
"tungkuk","Nomina; Gy; Tan","",2
"tungkul","","",1
"tungkul","","",1
"tungkun","Nomina; Dy","",1
"tungkup","Verba; Mk","",3
"tungkur","Nomina; MBa","",1
"tungkus","Nomina","",4
"tungkus","Adjektiva","",3
"tungkus","Nomina; Lp","",1
"tungle","Nomina; Jw","",2
"tungo","Nomina; Ach","",1
"tungoh","Nomina; Dy","",1
"tungolbalo","Nomina; Dy","",1
"tungro","Nomina","",4
"tungstat","Nomina; Kim","",3
"tungsten","Nomina; Kim","",4
"tungsura","Nomina; akr","",3
"tungtang","Adjektiva; Bl","",2
"tungtum","Nomina; Jw","",2
"tungu","","",1
"tungul","Adjektiva; Bl","",2
"tungun","Nomina; Ke","",1
"tungusik","Nomina; Ling","",3
"tuni","Nomina","",3
"tunik","Nomina","",5
"tunika","Nomina; Bio","",4
"tunis","Nomina","",4
"tunisia","Nomina","",7
"tunjab","Nomina; akr","",3
"tunjal","Verba","",4
"tunjal","Nomina; DyNg","",1
"tunjam","Verba","",5
"tunjang","Verba","",7
"tunjang","Nomina","",5
"tunjang","Verba","",4
"tunji","Nomina; akr","",3
"tunjik","Nomina; DyNg","",1
"tunjuk","Verba; cak","",9
"tunjul","","",1
"tunjul","","",1
"tunjung","Nomina","",4
"tunjung","Nomina","",5
"tunjung","Nomina; Jw","",2
"tunjung","Nomina; Jw","",2
"tuno","Nomina; Bkt","",1
"tunsayang","Nomina; Md","",1
"tuntas","Adjektiva","",8
"tunten","Nomina; Ach","",1
"tuntum","Verba; Skt","",2
"tuntun","Verba","",7
"tuntun","Nomina; Mk","",2
"tuntung","Nomina","",4
"tuntung","Nomina","",3
"tuntung","Adjektiva","",3
"tuntung","","",1
"tuntung","Verba","",3
"tuntung","Nomina","",3
"tuntut","Verba","",8
"tuntut","Nomina; Jw","",2
"tunu","Verba; Kal","",3
"tunu","Nomina; Kpr","",1
"tunuhola","Nomina; Pi","",1
"tunun","Nomina; Dy","",1
"tunung","Nomina; Mt","",1
"tunyuk","Verba; Sbw","",1
"tunyuk","Nomina; Bkt","",1
"tuo","Nomina","",3
"tuodu","Nomina; Gor","",1
"tuolako","Nomina; Tlk","",1
"tuono","Verba; Tb","",1
"tupa","Nomina; Tb","",1
"tupai","Nomina","",7
"tupai","","",1
"tupai-tupai","Nomina","",4
"tupako","Nomina; Pi","",1
"tupang","","",1
"tupang","Nomina; Bt","",1
"tupat","Nomina; Tbg","",3
"tupi","Nomina","",3
"tupito","Nomina; Gor","",1
"tupoksi","Nomina; akr","",8
"tupolea","Nomina; Pi","",1
"tupong","Nomina; Kpr","",1
"tupusou","Nomina; Pi","",1
"tura","Verba; Mk","",2
"turaes","Nomina","",1
"turah","Nomina; Bt","",2
"turahan","Nomina; Bt","",2
"turak","Nomina","",2
"turam","Nomina; Bt","",1
"turan","Nomina; Bn","",2
"turan","Nomina; Let","",2
"turan","Verba; Mp","",2
"turang","Nomina; Mk","",2
"turang","Nomina; Jb","",2
"turangga","Nomina","",3
"turangga","Adjektiva; Jw","",2
"turap","Nomina","",5
"turap","Nomina; Kpr","",4
"turas","","",4
"turas","Nomina; Ar","",3
"turas","Nomina; Bl","",3
"turba","Verba; akr","",4
"turban","Nomina","",4
"turbidimeter","Nomina; Hid","",3
"turbidimetri","Nomina","",3
"turbidit","Nomina; Osn","",2
"turbiditas","Nomina","",3
"turbin","Nomina; Tek","",7
"turbing","Nomina; Bt","",1
"turbogenerator","Nomina; Tek","",4
"turbojet","Nomina","",5
"turbonen","Nomina; Jw","",2
"turbulen","Adjektiva","",6
"turbulens","Nomina; Fis","",6
"turbulensi","Nomina; Fis","",7
"ture","Nomina; Bt","",1
"turean","Nomina; Mn","",1
"turen","Nomina; Kai","",1
"turetogo","Nomina","",1
"turfat","Nomina; Ar","",1
"turgab","Nomina; cak; akr","",2
"turgid","Adjektiva; Bio","",4
"turgor","Nomina; Bot; Dok","",4
"turi","Nomina","",4
"turi","Nomina","",4
"turiang","Nomina; Tan; Bjr","",2
"turiang","Nomina; Bjr","",2
"turibulum","Nomina; Kat","",2
"turiearana","Nomina","",1
"turinisasi","Nomina; cak","",2
"turis","Verba","",5
"turis","Nomina","",8
"turisme","Nomina","",7
"turistik","Adjektiva","",4
"turjawali","Nomina; Pls; akr","",3
"turjib","Nomina; cak; akr","",2
"turki","Nomina","",8
"turkik","Nomina; Ling","",4
"turkiye","Nomina","",6
"turkmen","Nomina","",5
"turkmenistan","Nomina","",7
"turku","Nomina; Moa","",1
"turkuois","Nomina","",3
"turlap","Verba; akr","",3
"turmalin","Nomina","",3
"turnamen","Nomina; Olr","",8
"turne","Verba; cak","",3
"turnedo","Nomina; Tbg","",2
"turnei","Nomina; cak; sing","",2
"turni","Nomina; Moa","",1
"turnip","Nomina","",4
"turnoi","Nomina","",2
"turo","Verba; Ke","",1
"turofili","Nomina; Psi","",2
"turofilia","Nomina; Psi","",2
"turok","Nomina; Mt","",2
"turpuk","Nomina; Bt","",1
"tursi","","",2
"tursi","","",2
"turtier","Nomina","",1
"turuan","Verba; Mn","",1
"turuh","Nomina; Jw","",2
"turuk","Verba; Bun","",1
"turuk","Nomina; Ldy","",1
"turukne","Verba; Mn","",1
"turun","Verba; cak","",10
"turun","Verba; Jw","",10
"turunani","Nomina; Gor","",1
"turungkela","Nomina; Ht","",1
"turus","Nomina","",5
"turusan","Nomina; Bt","",2
"turut","Verba","",9
"turuwara","Nomina; Bot","",2
"turuwisen","Nomina; Sd","",1
"tusa","Nomina; Bt","",1
"tusa","Verba; Bn","",1
"tusah","Nomina; Zool","",1
"tusai","Nomina; MBa","",1
"tusam","Nomina","",5
"tusaman","Adjektiva; Sls","",2
"tusi","Verba; Rt","",1
"tusi","Nomina; akr","",2
"tusir","Verba","",4
"tusita","Nomina; Bud","",2
"tuslah","Nomina","",5
"tuspin","Nomina; akr","",2
"tuspur","Nomina; akr","",2
"tustel","Nomina","",6
"tustel","Nomina; Sd","",5
"tusuk","Verba; Nomina","",9
"tutamu","Nomina; Kb","",1
"tutana","Nomina; Oi","",1
"tutap","Nomina; Dy","",1
"tuter","Nomina; Sbw","",1
"tutka","Nomina; Oi","",1
"tutni","Nomina; Moa","",1
"tutnu","Verba; Moa","",1
"tuto","Nomina; Sng","",1
"tuto","Nomina; Ky","",1
"tutor","Nomina","",7
"tutorial","Nomina; Adjektiva","",8
"tutos","Nomina; MBa","",1
"tutu","Verba","",4
"tutu","Verba; Oi","",3
"tutu","Nomina","",4
"tutu","Verba; Rt","",3
"tutuh","Verba","",4
"tutuh","Verba; Bl","",3
"tutuhi","Nomina; Gor","",1
"tutuik","Nomina; MBa","",1
"tutuk","Verba","",5
"tutuk","Verba; Bn","",3
"tutul","Nomina; Jw","",4
"tutul","Nomina; kl","",3
"tutulola","Nomina; Bla","",1
"tutulungan","Verba; Jb","",2
"tutumbakan","Nomina; Sd","",2
"tutumpene","Nomina; Bg","",1
"tutuna","Nomina","",2
"tutune","Nomina; Moa","",1
"tutung","Adjektiva","",4
"tutunggulan","Nomina; Sd","",2
"tutuodo","Nomina; Gor","",1
"tutup","Nomina; Verba","",10
"tutupito","Nomina; Gor","",1
"tutupola","Nomina; Pi","",1
"tutur","Nomina","",8
"tutur","Nomina","",8
"tutur","","",7
"tuturuga","Nomina; Mnd","",3
"tutus","Nomina; Jw","",3
"tutus","Nomina; Bjr","",2
"tutus","Nomina; Dy","",2
"tutut","Nomina; Sd","",4
"tuuna","Nomina; Tot","",1
"tuuni","Nomina; Kmr","",1
"tuut","Nomina; Dy","",1
"tuvalu","Nomina","",6
"tuwak","Verba; Lp","",1
"tuwalo","Nomina; Jw","",2
"tuwamihere","Nomina; Oi","",1
"tuwangolipu","Nomina","",2
